,Sentiment,Text
10722,negative,kalau hidup kita belum bener ndapapa karena akan selalu ada orang sok bener yang mbenerin hidup kita
10723,negative,percuma bertahan klo tindakan pks telah merusak kepercayaan rakyat daneluruh kesalahan itu adlh ulah d
10724,negative,sepakat hanya saja saya kasih tahu kamu selera mereka rendah karena gak mau sama saya
10725,negative,malang selalu dikucilkan ketika kita belajar salah sedikit dimaki seluruhnya tapi tidak berkaca pada send
10726,negative,bukan dia yang memberikan harapan kamu aja yang berekspektasi lebih
10727,negative,janganekali kali melupakanejarah iroekarno presiden pertama republik indonesia mari kita buka kembali catatan p
10728,negative,hai kak mohon maaf atas kendala yang kamu alami untuk promo yang ada dihopee berlaku secara nasio
10729,negative,seegois itukah kamu jangan siksa aku seperti ini aku lama lama juga capek kalau kamu sudah tidak ingin lagi denganku
10730,negative,banci itu beraninya keroyokan emak2 lagi yg dikeroyok astaghfirullahemoga aparat hukum kita punya nyali u
10731,negative,kenapa sih kamu manja banged ngomong sama tenggorokan
10732,negative,mulai main kasar memancing perseteruan periksa tkpaksi saksi periksa cctv tkp hasil visum kalau kamu gak mampu
10733,negative,kamu tuh kadang suka ngeselin tapi sering banget bisa bikin aku kangen
10734,negative,entahlah makin lucu aja umat di negeri ini mereka semakin tak bisa bedakan mana kr
10735,negative,dapat kabar bencana di palu malah dimanfaatkan oleh org2 yg bermental kriminal untuk menjarah pom bensin toko2 dsb
10736,negative,kamu nge tweet ginian nggak mesyen aku yang kamu lakuin itu jahat
10737,negative,saya selaku admin peleksana event 2tahunipintinioi meminta maaf yang sebesar besarnya untuk anak anak dikarenaka
10738,negative,kamu lebih anjing
10739,negative,kamu masih sibuk kapan kembali aku rindu biy
10740,negative,saking lamanya mengantri dan menunggu orang2 sdh kehilangan senyum mereka
10741,negative,dicariin kamu tuh bikin middyu eonnie emosi aja
10742,negative,sangat menyedihkan demi syahwat kekuasaan arwah pki pun dibangkitkan kembali oleh mereka yg tak mampu bersaing secara sehat
10743,negative,valir tu bikin skill kita ga guna
10744,negative,kasihan klub persibnya gara2 ulah suporter mereka jadi kena imbasnya padahal persib lagi menduduki
10745,negative,mandi saja aku malas apalagi suruh ngejar ngejar kamu mas
10746,negative,saya tida akan membalas mereka yg mencoba menghancurkan rumah tangga saya mungkin dengan itu mereka bisa puas da
10747,negative,sbb kamu membosankan
10748,negative,jauh dr norma n etika budaya bngsa yg gini kok dibanggakan cntoh yg menghancurkan budaya
10749,negative,kepalaku berat mikirin kamu
10750,negative,pendidikan apa yg diterima mereka yg komennya spt ini kemana perginya moralitaspeechlesspt manusia yg hanya ad
10751,negative,buat kamu yang sedang merindu
10752,negative,berisik bgt anjir
10753,negative,rezim apaan ini makin hancur nkri
10754,negative,jangan sampai kita jadi manusia yang allah kata 'zalim' dalam quran apabila diberi peringatan atau petunjuk manusia 'zalim
10755,negative,ptl teruntuk kamu iya kamu yang lagi badmood dr kmrnenyum lagi dong jelek tuh klo cemberut fightingomi
10756,negative,rlt aku sering diganggu cowok2 dikelas mereka ky tanpa sebab ngatain aku gb k awalnya aku bales balik tp sekar
10757,negative,jangan sepelekan narasi2 hoax dan pembodohan oleh kaum radikal mereka sdh menguasai dunia pendidikan kita
10758,negative,innalillahi wa innailahirojiun negeri iniudahangat genting kepadaiapa kita percayakan keamananekarang mau l
10759,negative,sedih dan terharu
10760,negative,kamu merusak kebahagiaan seorang anak gadis yang dicintai dan dibesarkan sepenuh hati oleh ayah dan ibunya
10761,negative,saya bingung gimana bisa sih kamu mengasihi tuhan tapi tidak mengasihi sesama manusia
10762,negative,biasalah tu jangan expect mcm mcm nnti kita sedih terima jela dari takda tu huhuhu
10763,negative,tidak ada doa mereka selain ucapan ya tuhan kami ampunilah dosa dosa kami dan tindakan tindakan kami yang berlebih lebiha
10764,negative,ketajiran mereka tidak berpengaruh terhadap kehidupan perekonomianku jd skip
10765,negative,dulu kita rapat sangat terlampau rapat tapi sekarang dah macam tak kenal antara satu sama lain aku dah agak benda ni ak
10766,negative,semakin kamu menolak kenyataan semakin datang dia tanpa perasaan
10767,negative,hari ke 4 terjadinya gempa dan tsunami di palu kenapa semakinemrawut begini kasihan saudara2 kita dipalu dan d
10768,negative,bilangin kamu nakal
10769,negative,gimana rasanya belum mulai udah dikatain masih belajar udh mau dipatahin kakinya army mah masih baik kita gamau kasi
10770,negative,itula sbb kita terlalu mengikut aliran stereotype yg menjadikan kita kolot dok menunding jari
10771,negative,banyak alasan lah udah tinggalin aja cowok mbak berhak dapet yang lebih baik
10772,negative,pki itu fakta pemberontakannya fakta pembunuhannya fakta pelaku sejarahnya semua bicara fakta terkecuali saksi dari pki
10773,negative,hmm mungkin karena dari diri mereka sendiri ngga ada kemauan untuk berkembang
10774,negative,yang membuat kita sedih adalah melihat orang yang kita sayangi menyayangi orang lain
10775,negative,berarti mereka tidak punya malu yo wkwkw atau punya tapi dikalahkan oleh syahwat politik wkwkw
10776,negative,maafin aku ya belum bisa lupain kamu
10777,negative,mungkin allah nak kita tolong doakan dia sebab itu boleh subur pulak feeling meeling ni salamrindu kuch
10778,negative,upaya pihak tertentu menghalangi hrs ke malaysia karena ketakutan mereka setelah di malaysia hrs masuk ke indonesia pada
10779,negative,siapa tak kesian umur mereka mungkin setaraf abang atau bapa saya mengenangkan mereka tidak kenang budi sebelum ini s
10780,negative,jalan jalan ke belanda beli topi pulangnya mampir ke toko roti aku sakit ngeliat kamu kayak gini move on ke lain hati puisimiris
10781,negative,dengan banyaknya syarat kita untuk menikmati hidup dan bersenang senang ya wajar aja tingkat depresi makin tinggi banya
10782,negative,mati kamu sib makanya gausah blagu bilang pucuk dingin
10783,negative,sengaja atau tidak akan ada saat dimana kita terjebak oleh kenangan lalu seketika kita merasa kehilang
10784,negative,saya mah kasihan dldgn orang yg gak punya miskin seperti tukang sampah fakir miskin ana
10785,negative,kadang kadang kita kena sorok kesedihan dengan senyuman
10786,negative,kemana hilangnya kenyamanan kita
10787,negative,mangapa kisah kisah penyelamatan yang heroik tidak mendapatkan perhatian dari media ada apa dengan mereka arimacs wilander
10788,negative,capek juga lihat cara2 mereka seperti begitu
10789,negative,masya allah anak milenial masakini di labrak emak emak milenial karna waktu adzan tiba mereka masih teriak meneruskan
10790,negative,duka yang mendalamemoga saudara saudara kita di palu diberikan kekuatan ketabahan dan mari kita membantu dengan da
10791,negative,belajar sampai degree master phd tapi nak hormat mak cik cleaner cuci tandas kolej pun susah bayangkan itu ibu kit
10792,negative,cinta itu aneh dan menyakitkan hari ini ngomong aku sayang kamu besok nya udah ngomong aku mau putus dari kamu
10793,negative,hati modus tipu2an ala jokower kaya gini data jelek mereka spin jadi bagus data yg tidak mencapai target mereka spin jad
10794,negative,wanita menangis bukan sebab mereka lemah namun sebab mereka tak temukan kata untuk ungkapkan perasaan mereka
10795,negative,jaga ya ucapan kamu
10796,negative,tidak kamu gimana
10797,negative,hai achanjkt48 kadang aku suka rindu kamu kangen typomu kangen ngingetin sholat gt lt pokok nya semua dehalam kangen dari fantasticof48 39
10798,negative,pas kecil sampe kelas 6 gue dibully verbal sama 2 kakak gue mulai dari olok2an khas buat anak kecil sam
10799,negative,kementerian luar negeri turut berbela sungkawa atas musibah gempa bumi dan tsunami di donggala palu dan sekitarnyaemoga
10800,negative,jika kamu tahu sesuatu yang kamu perjuangkan akan tetap berakhir perih bisakah kamu berhenti mengakhiri semuanya
10801,negative,dunia kerja profesional itu memang begitu ya gabisa kita percaya sama semua orang kita harus berdiri di kaki send
10802,negative,emosi tidak akan membimbingmu pada suatu pemikiran atau tindakan positif oleh sebab itu kamu harus tenang teens livia
10803,negative,kamu kemana saja sayangku
10804,negative,ya allah jadi inget mantan kenapa kamu ada di timeline aquh
10805,negative,ketika koordinasi dan kepemimpinan absent rakyat menjarah kita yg memberikan saran dan kritik terhdp penangana
10806,negative,tetiba stress dgn org yg nak kita dgr ckp dia je ikut cara dia pun salah juga
10807,negative,jangan aku tidak sudi mereka bertemu manusia alay apalagi foto bareng
10808,negative,orang bodoh harus sama yang bodoh juga kita harus berusaha ya aoko nakamori
10809,negative,ini nih sanksi buat persib kamu setuju gak mojang bujang ozspos
10810,negative,karena mereka kriminal untung masih saya baikin
10811,negative,menyedihkan adalah ketika kita sangat merindukan dirinya tapi dia tak menyadarinya
10812,negative,kamu terus ih aku bosen
10813,negative,beraninya cuma sama perempuan jeungainglah
10814,negative,wow sekarang saya sedang muak dengan twitter karna isinya kebanyakan melecehkan indomie dengan cara menjadikan indomie
10815,negative,teroris mulai beraksi yg bawah tanah mereka teroris
10816,negative,kalau benar semoga pelaku segera ditangkap amp dihukum dan bu ratna semoga segera membaik kalau tidak benar semo
10817,negative,jenis kebabian apakah ini kamu lihat seperti anjing kawanku kamu sangat berbakat dalam menjadi seo
10818,negative,antara otak kita yg ganyampe atau emg bahasa dia terlalu tinggi melapaui batas hingga tidak dpt diambil kesimpulan kata2nya
10819,negative,kelak bukan aku yang akan kamu rindukan tapi hatiku rumah ternyaman yang pernah dihuni oleh cintamu
10820,negative,aku juga suka mengkhayal tentangmu jika saja kita bertemu dan membicarakan banyak hal dan kau bertanya kamu tidak sedih
10821,negative,lama2 curiga jg gw
10822,negative,terus emang kamu bener duaduanya bego
10823,negative,kalau kita ketemuan terus main hp masing2 cuma mau nyari bahan buat ditubirin bareng2 aja biar ada obrolan
10824,negative,kabo menjelang 2020 akan lebih banyak lagi model kamera munafik yang bakal memiskinkan kita semua terbaru
10825,negative,kesakitan membuat anda berpikir pikiran membuat anda bijaksana kebijaksanaan membuat kita bisa bertahan dalam hidup
10826,negative,lt hukum tidak pernah menjanjikan kesejahteraan aku juga tidak pernah percaya dengan definisi sejahtera yang dijan
10827,negative,11 pendukung yg dlm postingannya selalu membawa nama allah ayat qur an dan berlagak paling islam dan tanpa do
10828,negative,gak pantas org yg tlh menganiaya bu ratna dianggap sbg manusia entah makhluk apa
10829,negative,bukannya kamu susah moveon cuma kamu belum ngerti aja kalo moveon itu bukan melupakan tapi merelakan
10830,negative,om pliss jgn pernah menyamakan orang indonesia dgn orang kita segi kedisiplinan jauuuuhhhhhh bagaikan langit dan bumi
10831,negative,daomingi nggak bisa deskripsikan tipe cewek dia seperti apa pokoknya bagi diahancai adalah yang terbaik kalau tipe cewek
10832,negative,wahai lelaki jangan kau sesekali merosakkan perempuan yang betul betul sayangkan kau hormat mereka ingat kau ada mak k
10833,negative,jarak yg kamu buat semakin nyata semakin jauh
10834,negative,tak boleh naik bas tak boleh pegi klcc duduk je dalam rumah 8 orang seb
10835,negative,jika pada faktanya baikosialisme komunisme maupun kapitalisme sama sama berbahaya lalu mengapa kita tidak segera ber
10836,negative,mention jasmev yg pernaherang kamu dengan kata2 kasar jenderal08 presiden2014com
10837,negative,yang kita sebut perbuatan pengecut dan biadab itu ya yang seperti iniemoga pelau cepat ditangkap dan
10838,negative,mulai main kasar memancing perseteruan periksa tkpaksi saksi periksa cctv tkp hasil visum kalau kamu gak mampu juga ni
10839,negative,skrng kasih tau sama kamu tuh org yg suka tereak kafir biar mereka paham
10840,negative,dan mereka berkata hai kamu bodoh sekali kamu bisa bisa nya kamu gagal lihatlah wanita itu mengabiskan semua a
10841,negative,dia ustad kamu berani hina dia
10842,negative,bak kata fina lelaki ni nak kita terus teranh hah hamekk kauu akuu straight to the point je kalau akuu sakit
10843,negative,males ah kamu aja yang marahin
10844,negative,rindu dahi kita jugaa
10845,negative,jelek kamu kalo manyun manyun gitu
10846,negative,agak heran sama manusia yg menggunakan kesempatan dalam kesempitan bisa bisanya berbuat seperti itu ditengah musib
10847,negative,aktivis perempuan ratnaarumpaet di aniaya oleh orang tak dikenal skrg msh berada di rumahakit yg dirahasiakan krn t
10848,negative,anakku usah serkap jarang kerana jarang2 kita betul kadang kita sangka buruk pd orgering ia tersimpul dgn rasa yakin yg k
10849,negative,innalillahi semoga cepat dihukum mereka kasihan moso beraninya sama ibu ibu
10850,negative,kalau kita belum kenal orang tu betul2 jangan kita nak memandai describe keburukan orng tu
10851,negative,pas ketemu om tante dengar kalimat dulu kamu masih kecil sekarang udah gede ya rasanya pengen banget teriak eh bgst
10852,negative,ga boong ih aku pura pura kenalama kamu tau
10853,negative,kita tidak boleh terlalu asik di dalam kamar tekun beribadah untuk merayu tuhan agar kita bisa masuk surga sendirian se
10854,negative,korban gempa palu kecewa jokowi dia bawa bawa wartawan makanya orang mengamukemua jokowi datang ke lokasi gempa ta
10855,negative,hai mohon maaf atas ketidaknyamanannya saat ini sedang terdapat kendala pada sistem tracking kami
10856,negative,jangan bangga jadi orang kedua jangan bangga jadi orang ketiga jangan bangga jadi orang yang ada diantara hubungan
10857,negative,masih terasa sedih dgn hasil pertandingan lawan australia tapi mereka berbaik baik mereka hebat walau stamina
10858,negative,papaku orang keturunan keluarganya banyak yg budha sama katolik mamah ku islam keluarga papaku maaf ya
10859,negative,im not sure aku menganggap mereka teman tapi mereka kan belum tentu sebaliknya
10860,negative,anda ini pejabat negara gk tau aturan emang klu janji harus d tepati sekarang jgn provokasi orang2 yg uda
